'bamb_1b', 0, '1_5', 'gg_bamb_1b', 'cs_bamb_1b', 'cs_a', 'cs_b', 7930000, 0, 65543, 'バンブー', 'バンブー', 0, 0, 0, 'ha_bamb_1b', 270481475, 0, 0, 0, 0, 1
'mimi_15b', 0, '15', 'gg_mimi_15b', 'cs_mimi_15b', 'cs_mimi_15a', 'cs_mimi_15b', 7995519, 256, 1966080, 'ミミ', 'ミミ', 0, 0, 0, 'ha_mimi_15b', 270481475, 0, 0, 0, 0, 15
'nyami_15a', 0, '15', 'gg_nyami_15a', 'cs_nyami_15a', 'cs_nyami_15a', 'cs_nyami_15b', 6422677, 256, 1835009, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_nyami_15a', 270481475, 0, 0, 0, 0, 15
'nyami_15b', 0, '15', 'gg_nyami_15b', 'cs_nyami_15b', 'cs_nyami_15a', 'cs_nyami_15b', 6422677, 256, 1900545, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_nyami_15b', 270481475, 0, 0, 0, 0, 15
'onep', 8, 'licence10_15', 'gg_onep', 'cs_onep', 'cs_onep_a', 'cs_onep_b', 5832834, 256, 455, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_onep', 270481475, 0, 0, 0, 0, 15
'kon_15a', 0, '15', 'gg_kon_15a', 'cs_kon_15a', 'cs_kon_15a', 'cs_kon_15b', 8454282, 256, 375, 'イナリ', 'イナリ', 0, 0, 0, 'ha_kon_15a', 270481475, 0, 0, 0, 0, 15
'kon_15b', 0, '15', 'gg_kon_15b', 'cs_kon_15b', 'cs_kon_15a', 'cs_kon_15b', 8454282, 256, 65911, 'イナリ', 'イナリ', 0, 0, 0, 'ha_kon_15b', 270481475, 0, 0, 0, 0, 15
'oj_15a', 0, '15', 'gg_oj_15a', 'cs_oj_15a', 'cs_oj_15a', 'cs_oj_15b', 6881397, 256, 131382, 'オージェイツヨシ', 'ＯＪ\u3000つよし', 0, 0, 0, 'ha_oj_15a', 270481475, 0, 0, 0, 0, 15
'oj_15b', 0, '15', 'gg_oj_15b', 'cs_oj_15b', 'cs_oj_15a', 'cs_oj_15b', 6881397, 256, 196918, 'オージェイツヨシ', 'ＯＪ\u3000つよし', 0, 0, 0, 'ha_oj_15b', 270481475, 0, 0, 0, 0, 15
'poet_15a', 0, '15', 'gg_poet_15a', 'cs_poet_15a', 'cs_poet_15a', 'cs_poet_15b', 6881433, 257, 524298, 'ポエット', 'ポエット', 0, 0, 0, 'ha_poet_15a', 270481475, 0, 0, 0, 0, 15
'poet_15b', 0, '15', 'gg_poet_15b', 'cs_poet_15b', 'cs_poet_15a', 'cs_poet_15b', 6881433, 257, 589834, 'ポエット', 'ポエット', 0, 0, 0, 'ha_poet_15b', 270481475, 0, 0, 0, 0, 15
'inisie_15a', 0, '15', 'gg_inisie_15a', 'cs_inisie_15a', 'cs_inisie_15a', 'cs_inisie_15b', 6750312, 256, 376, 'ナディ', 'ナディ', 0, 0, 0, 'ha_inisie_15a', 270481475, 0, 0, 0, 0, 15
'inisie_15b', 0, '15', 'gg_inisie_15b', 'cs_inisie_15b', 'cs_inisie_15a', 'cs_inisie_15b', 6750312, 256, 65912, 'ナディ', 'ナディ', 0, 0, 0, 'ha_inisie_15b', 270481475, 0, 0, 0, 0, 15
'mary_15a', 0, '15', 'gg_mary_15a', 'cs_mary_15a', 'cs_mary_15a', 'cs_mary_15b', 10223739, 256, 1245186, 'マリィ', 'マリィ', 0, 0, 0, 'ha_mary_15a', 270481475, 0, 0, 0, 0, 15
'mary_15b', 0, '15', 'gg_mary_15b', 'cs_mary_15b', 'cs_mary_15a', 'cs_mary_15b', 10223739, 256, 1310722, 'マリィ', 'マリィ', 0, 0, 0, 'ha_mary_15b', 270481475, 0, 0, 0, 0, 15
'st02_15a', 0, '15', 'gg_st02_15a', 'cs_st02_15a', 'cs_st02_15a', 'cs_st02_15b', 7012445, 256, 377, 'シリウス', 'シリウス', 35, 0, 0, 'ha_st02_15a', 270481475, 0, 0, 0, 0, 15
'st02_15b', 0, '15', 'gg_st02_15b', 'cs_st02_15b', 'cs_st02_15a', 'cs_st02_15b', 7012445, 256, 65913, 'シリウス', 'シリウス', 35, 0, 0, 'ha_st02_15b', 270481475, 0, 0, 0, 0, 15
'vene_15a', 0, '15', 'gg_vene_15a', 'cs_vene_15a', 'cs_vene_15a', 'cs_vene_15b', 9633902, 256, 378, 'ディアマンテ', 'ディアマンテ', 0, 0, 0, 'ha_vene_15a', 270481475, 0, 0, 0, 0, 15
'vene_15b', 0, '15', 'gg_vene_15b', 'cs_vene_15b', 'cs_vene_15a', 'cs_vene_15b', 9633902, 256, 65914, 'ディアマンテ', 'ディアマンテ', 0, 0, 0, 'ha_vene_15b', 270481475, 0, 0, 0, 0, 15
'gk_15a', 0, '15', 'gg_gk_15a', 'cs_gk_15a', 'cs_gk_15a', 'cs_gk_15b', 4784235, 289, 379, 'ギタケン', 'ギタケン', 0, 0, 0, 'ha_gk_15a', 270481475, 0, 0, 0, 0, 15
'gk_15b', 0, '15', 'gg_gk_15b', 'cs_gk_15b', 'cs_gk_15a', 'cs_gk_15b', 4784235, 289, 65915, 'ギタケン', 'ギタケン', 0, 0, 0, 'ha_gk_15b', 270481475, 0, 0, 0, 0, 15
'kago_15a', 0, '15', 'gg_kago_15a', 'cs_kago_15a', 'cs_kago_15a', 'cs_kago_15b', 6619246, 256, 380, 'パロット', 'パロット', 0, 0, 0, 'ha_kago_15a', 270481475, 0, 0, 0, 0, 15
'kago_15b', 0, '15', 'gg_kago_15b', 'cs_kago_15b', 'cs_kago_15a', 'cs_kago_15b', 6619246, 256, 65916, 'パロット', 'パロット', 0, 0, 0, 'ha_kago_15b', 270481475, 0, 0, 0, 0, 15
'piano_15a', 0, '15', 'gg_piano_15a', 'cs_piano_15a', 'cs_piano_15a', 'cs_piano_15b', 5963905, 256, 381, 'カノコ', '鹿ノ子', 0, 0, 0, 'ha_piano_15a', 270481475, 0, 0, 0, 0, 15
'piano_15b', 0, '15', 'gg_piano_15b', 'cs_piano_15b', 'cs_piano_15a', 'cs_piano_15b', 5963905, 256, 65917, 'カノコ', '鹿ノ子', 0, 0, 0, 'ha_piano_15b', 270481475, 0, 0, 0, 0, 15
'comic_15a', 0, '15', 'gg_comic_15a', 'cs_comic_15a', 'cs_comic_15a', 'cs_comic_15b', 6750328, 256, 382, 'ミッチャン', 'みっちゃん', 0, 0, 0, 'ha_comic_15a', 270481475, 0, 0, 0, 0, 15
'comic_15b', 0, '15', 'gg_comic_15b', 'cs_comic_15b', 'cs_comic_15a', 'cs_comic_15b', 6750328, 256, 65918, 'ミッチャン', 'みっちゃん', 0, 0, 0, 'ha_comic_15b', 270481475, 0, 0, 0, 0, 15
'hirata_15a', 0, '15', 'gg_hirata_15a', 'cs_hirata_15a', 'cs_hirata_15a', 'cs_hirata_15b', 5963848, 256, 383, 'マーク', 'マーク', 0, 0, 0, 'ha_hirata_15a', 270481475, 0, 0, 0, 0, 15
'hirata_15b', 0, '15', 'gg_hirata_15b', 'cs_hirata_15b', 'cs_hirata_15a', 'cs_hirata_15b', 5963848, 256, 65919, 'マーク', 'マーク', 0, 0, 0, 'ha_hirata_15b', 270481475, 0, 0, 0, 0, 15
'hokuto', 8, 'licence10_15', 'gg_hokuto', 'cs_hokuto', 'cs_hokuto_a', 'cs_hokuto_b', 11468906, 256, 454, 'ミミ', 'ミミ', 0, 0, 0, 'ha_hokuto', 270481475, 0, 0, 0, 0, 15
'taiyo_15a', 0, '15', 'gg_taiyo_15a', 'cs_taiyo_15a', 'cs_taiyo_15a', 'cs_taiyo_15b', 6815841, 288, 384, 'ヨウジロウ', '洋次郎', 0, 0, 0, 'ha_taiyo_15a', 270481475, 0, 0, 0, 0, 15
'taiyo_15b', 0, '15', 'gg_taiyo_15b', 'cs_taiyo_15b', 'cs_taiyo_15a', 'cs_taiyo_15b', 6815841, 288, 65920, 'ヨウジロウ', '洋次郎', 0, 0, 0, 'ha_taiyo_15b', 270481475, 0, 0, 0, 0, 15
'nina_15a', 0, '15', 'gg_nina_15a', 'cs_nina_15a', 'cs_nina_15a', 'cs_nina_15b', 5963898, 256, 262174, 'ニナ', 'ニナ', 0, 0, 0, 'ha_nina_15a', 270481475, 0, 0, 0, 0, 15
'nina_15b', 0, '15', 'gg_nina_15b', 'cs_nina_15b', 'cs_nina_15a', 'cs_nina_15b', 5963898, 256, 327710, 'ニナ', 'ニナ', 0, 0, 0, 'ha_nina_15b', 270481475, 0, 0, 0, 0, 15
'mirai_15a', 0, '15', 'gg_mirai_15a', 'cs_mirai_15a', 'cs_mirai_15a', 'cs_mirai_15b', 7340137, 256, 385, 'ユメノミライ', '夢野みらい', 0, 0, 0, 'ha_mirai_15a', 270481475, 0, 0, 0, 0, 15
'mirai_15b', 0, '15', 'gg_mirai_15b', 'cs_mirai_15b', 'cs_mirai_15a', 'cs_mirai_15b', 7340137, 256, 65921, 'ユメノミライ', '夢野みらい', 0, 0, 0, 'ha_mirai_15b', 270481475, 0, 0, 0, 0, 15
'cosmos_15a', 0, '15', 'gg_cosmos_15a', 'cs_cosmos_15a', 'cs_cosmos_15a', 'cs_cosmos_15b', 6357069, 256, 386, 'ユルール', 'ユルール', 0, 0, 0, 'ha_cosmos_15a', 270481475, 0, 0, 0, 0, 15
'cosmos_15b', 0, '15', 'gg_cosmos_15b', 'cs_cosmos_15b', 'cs_cosmos_15a', 'cs_cosmos_15b', 6357069, 256, 65922, 'ユルール', 'ユルール', 0, 0, 0, 'ha_cosmos_15b', 270481475, 0, 0, 0, 0, 15
'wac_15a', 0, '15', 'gg_wac_15a', 'cs_wac_15a', 'cs_wac_15a', 'cs_wac_15b', 11272316, 256, 387, 'ナツボウ', 'なつ坊', 0, 0, 0, 'ha_wac_15a', 270481475, 0, 0, 0, 0, 15
'wac_15b', 0, '15', 'gg_wac_15b', 'cs_wac_15b', 'cs_wac_15a', 'cs_wac_15b', 11272316, 256, 65923, 'ナツボウ', 'なつ坊', 0, 0, 0, 'ha_wac_15b', 270481475, 0, 0, 0, 0, 15
'dj_15a', 0, '15', 'gg_dj_15a', 'cs_dj_15a', 'cs_dj_15a', 'cs_dj_15b', 6422641, 256, 262454, 'ディージェイツヨシ', 'ＤＪ\u3000つよし', 0, 0, 0, 'ha_dj_15a', 270481475, 0, 0, 0, 0, 15
'dj_15b', 0, '15', 'gg_dj_15b', 'cs_dj_15b', 'cs_dj_15a', 'cs_dj_15b', 6422641, 256, 327990, 'ディージェイツヨシ', 'ＤＪ\u3000つよし', 0, 0, 0, 'ha_dj_15b', 270481475, 0, 0, 0, 0, 15
'asaki_15a', 0, '15', 'gg_asaki_15a', 'cs_asaki_15a', 'cs_asaki_15a', 'cs_asaki_15b', 6619269, 256, 388, 'ツバキ', '椿', 0, 0, 0, 'ha_asaki_15a', 270481475, 0, 0, 0, 0, 15
'asaki_15b', 0, '15', 'gg_asaki_15b', 'cs_asaki_15b', 'cs_asaki_15a', 'cs_asaki_15b', 6619269, 256, 65924, 'ツバキ', '椿', 0, 0, 0, 'ha_asaki_15b', 270481475, 0, 0, 0, 0, 15
'roku_15a', 0, '15', 'gg_roku_15a', 'cs_roku_15a', 'cs_roku_15a', 'cs_roku_15b', 7733368, 256, 458783, 'ロク', '六', 0, 0, 0, 'ha_roku_15a', 270481475, 0, 0, 0, 0, 15
'roku_15b', 0, '15', 'gg_roku_15b', 'cs_roku_15b', 'cs_roku_15a', 'cs_roku_15b', 7733368, 256, 524319, 'ロク', '六', 0, 0, 0, 'ha_roku_15b', 270481475, 0, 0, 0, 0, 15
'judy_15a', 0, '15', 'gg_judy_15a', 'cs_judy_15a', 'cs_judy_15a', 'cs_judy_15b', 6291595, 256, 1310723, 'ジュディ', 'ジュディ', 0, 0, 0, 'ha_judy_15a', 270481475, 0, 0, 0, 0, 15
'judy_15b', 0, '15', 'gg_judy_15b', 'cs_judy_15b', 'cs_judy_15a', 'cs_judy_15b', 6291595, 256, 1376259, 'ジュディ', 'ジュディ', 0, 0, 0, 'ha_judy_15b', 270481475, 0, 0, 0, 0, 15
'mrkk_15a', 0, '15', 'gg_mrkk_15a', 'cs_mrkk_15a', 'cs_mrkk_15a', 'cs_mrkk_15b', 6488202, 256, 327753, 'ミスターケーケー', 'ミスターＫＫ', 0, 0, 0, 'ha_mrkk_15a', 270481475, 0, 0, 0, 0, 15
'mrkk_15b', 0, '15', 'gg_mrkk_15b', 'cs_mrkk_15b', 'cs_mrkk_15a', 'cs_mrkk_15b', 6488202, 256, 393289, 'ミスターケーケー', 'ミスターＫＫ', 0, 0, 0, 'ha_mrkk_15b', 270481475, 0, 0, 0, 0, 15
'iruka_15a', 0, '15', 'gg_iruka_15a', 'cs_iruka_15a', 'cs_iruka_15a', 'cs_iruka_15b', 6291547, 288, 389, 'ククー', 'ククー', 0, 0, 0, 'ha_iruka_15a', 270481475, 0, 0, 0, 0, 15
'iruka_15b', 0, '15', 'gg_iruka_15b', 'cs_iruka_15b', 'cs_iruka_15a', 'cs_iruka_15b', 6291547, 288, 65925, 'ククー', 'ククー', 0, 0, 0, 'ha_iruka_15b', 270481475, 0, 0, 0, 0, 15
'bamb_1a', 1, 'licence10_15', 'gg_bamb_1a', 'cs_bamb_1a', 'cs_a', 'cs_b', 5963908, 0, 3473407, '', '', 0, 0, 0, '', 270481475, 0, 0, 0, 0, 0
'terra_15a', 0, '15', 'gg_terra_15a', 'cs_terra_15a', 'cs_terra_15a', 'cs_terra_15b', 8650918, 256, 391, 'タオシェン', '桃香', 0, 0, 0, 'ha_terra_15a', 270481475, 0, 0, 0, 0, 15
'terra_15b', 0, '15', 'gg_terra_15b', 'cs_terra_15b', 'cs_terra_15a', 'cs_terra_15b', 8650918, 256, 65927, 'タオシェン', '桃香', 0, 0, 0, 'ha_terra_15b', 270481475, 0, 0, 0, 0, 15
'aku_15a', 2048, '15', 'gg_aku_15a', 'cs_aku_15a', 'cs_aku_15a', 'cs_aku_15b', 6095011, 256, 392, 'シモン', 'シモン', 0, 0, 0, 'ha_aku_15a', 270481475, 0, 0, 0, 0, 15
'aku_15b', 2048, '15', 'gg_aku_15b', 'cs_aku_15b', 'cs_aku_15a', 'cs_aku_15b', 6095011, 256, 65928, 'シモン', 'シモン', 0, 0, 0, 'ha_aku_15b', 270481475, 0, 0, 0, 0, 15
'war_15a', 2048, '15', 'gg_war_15a', 'cs_war_15a', 'cs_war_15a', 'cs_war_15b', 3670150, 256, 393, 'ハーネマン', 'ハーネマン', 0, 0, 0, 'ha_war_15a', 270481475, 0, 0, 0, 0, 15
'war_15b', 2048, '15', 'gg_war_15b', 'cs_war_15b', 'cs_war_15a', 'cs_war_15b', 3670150, 256, 65929, 'ハーネマン', 'ハーネマン', 0, 0, 0, 'ha_war_15b', 270481475, 0, 0, 0, 0, 15
'mzd_151', 2, '15', 'gg_mzd_151', 'cs_mzdratin_15', 'cs_mzd_151a', 'cs_mzd_151b', 8192143, 288, 6488075, 'ＭＺＤ', 'ＭＺＤ', 0, 0, 0, 'ha_mzd_151', 270481475, 0, 0, 0, 0, 15
'mzd_152', 2, '15', 'gg_mzd_152', 'cs_mzdvisual_15', 'cs_mzd_152a', 'cs_mzd_152b', 6160531, 288, 6488075, 'ＭＺＤ', 'ＭＺＤ', 0, 0, 0, 'ha_mzd_152', 270481475, 0, 0, 0, 0, 15
'mzd_153', 2, '15', 'gg_mzd_153', 'cs_mzdantra_15', 'cs_mzd_153a', 'cs_mzd_153b', 7471245, 288, 6488075, 'ＭＺＤ', 'ＭＺＤ', 0, 0, 0, 'ha_mzd_153', 270481475, 0, 0, 0, 0, 15
'mzd_154', 2, '15', 'gg_mzd_154', 'cs_mzdpropose_15', 'cs_mzd_154a', 'cs_mzd_154b', 8061072, 288, 6488075, 'ＭＺＤ', 'ＭＺＤ', 0, 0, 0, 'ha_mzd_154', 270481475, 0, 0, 0, 0, 15
'dosin_15a', 0, '15', 'gg_dosin_15a', 'cs_dosin_15a', 'cs_dosin_15a', 'cs_dosin_15b', 10748033, 256, 394, 'ズシン', 'ズシン', 0, 0, 0, 'ha_dosin_15a', 270481475, 0, 0, 0, 0, 15
'dosin_15b', 0, '15', 'gg_dosin_15b', 'cs_dosin_15b', 'cs_dosin_15a', 'cs_dosin_15b', 10748033, 256, 65930, 'ズシン', 'ズシン', 0, 0, 0, 'ha_dosin_15b', 270481475, 0, 0, 0, 0, 15
'mog_15a', 0, '15', 'gg_mog_15a', 'cs_mog_15a', 'cs_mog_15a', 'cs_mog_15b', 10813540, 256, 395, 'スーパーモグー', 'スーパーモグー', 36, 0, 0, 'ha_mog_15a', 270481475, 0, 0, 0, 0, 15
'mog_15b', 0, '15', 'gg_mog_15b', 'cs_mog_15b', 'cs_mog_15a', 'cs_mog_15b', 10813540, 256, 65931, 'スーパーモグー', 'スーパーモグー', 36, 0, 0, 'ha_mog_15b', 270481475, 0, 0, 0, 0, 15
'kurione_15a', 0, '15', 'gg_kurione_15a', 'cs_kurione_15a', 'cs_kurione_15a', 'cs_kurione_15b', 8847455, 256, 396, 'マイクロ', 'マイクロ', 0, 0, 0, 'ha_kurione_15a', 270481475, 0, 0, 0, 0, 15
'kurione_15b', 0, '15', 'gg_kurione_15b', 'cs_kurione_15b', 'cs_kurione_15a', 'cs_kurione_15b', 8847455, 256, 65932, 'マイクロ', 'マイクロ', 0, 0, 0, 'ha_kurione_15b', 270481475, 0, 0, 0, 0, 15
'akino_15a', 0, '15', 'gg_akino_15a', 'cs_akino_15a', 'cs_akino_15a', 'cs_akino_15b', 8585341, 256, 397, 'マダム・ラゴラ', 'マダム・ラゴラ', 0, 0, 0, 'ha_akino_15a', 270481475, 0, 0, 0, 0, 15
'akino_15b', 0, '15', 'gg_akino_15b', 'cs_akino_15b', 'cs_akino_15a', 'cs_akino_15b', 8585341, 256, 65933, 'マダム・ラゴラ', 'マダム・ラゴラ', 0, 0, 0, 'ha_akino_15b', 270481475, 0, 0, 0, 0, 15
'miki_15a', 0, '15', 'gg_miki_15a', 'cs_miki_15a', 'cs_miki_15a', 'cs_miki_15b', 12451946, 256, 398, 'ロコ＊モコ', 'ロコ＊モコ', 0, 0, 0, 'ha_miki_15a', 270481475, 0, 0, 0, 0, 15
'miki_15b', 0, '15', 'gg_miki_15b', 'cs_miki_15b', 'cs_miki_15a', 'cs_miki_15b', 12451946, 256, 65934, 'ロコ＊モコ', 'ロコ＊モコ', 0, 0, 0, 'ha_miki_15b', 270481475, 0, 0, 0, 0, 15
'kelt_15a', 0, '15', 'gg_kelt_15a', 'cs_kelt_15a', 'cs_kelt_15a', 'cs_kelt_15b', 5832831, 256, 399, 'フィリ', 'フィリ', 0, 0, 0, 'ha_kelt_15a', 270481475, 0, 0, 0, 0, 15
'kelt_15b', 0, '15', 'gg_kelt_15b', 'cs_kelt_15b', 'cs_kelt_15a', 'cs_kelt_15b', 5832831, 256, 65935, 'フィリ', 'フィリ', 0, 0, 0, 'ha_kelt_15b', 270481475, 0, 0, 0, 0, 15
'naska_15a', 0, '15', 'gg_naska_15a', 'cs_naska_15a', 'cs_naska_15a', 'cs_naska_15b', 7930003, 256, 400, 'チチカカ', 'チチカカ', 0, 0, 0, 'ha_naska_15a', 270481475, 0, 0, 0, 0, 15
'naska_15b', 0, '15', 'gg_naska_15b', 'cs_naska_15b', 'cs_naska_15a', 'cs_naska_15b', 7930003, 256, 65936, 'チチカカ', 'チチカカ', 0, 0, 0, 'ha_naska_15b', 270481475, 0, 0, 0, 0, 15
'kaku_15a', 0, '15', 'gg_kaku_15a', 'cs_kaku_15a', 'cs_kaku_15a', 'cs_kaku_15b', 10879053, 256, 401, 'ウェルダン', 'ウェルダン', 0, 0, 0, 'ha_kaku_15a', 270481475, 0, 0, 0, 0, 15
'kaku_15b', 0, '15', 'gg_kaku_15b', 'cs_kaku_15b', 'cs_kaku_15a', 'cs_kaku_15b', 10879053, 256, 65937, 'ウェルダン', 'ウェルダン', 0, 0, 0, 'ha_kaku_15b', 270481475, 0, 0, 0, 0, 15
'zizz_15a', 0, '15', 'gg_zizz_15a', 'cs_zizz_15a', 'cs_zizz_15a', 'cs_zizz_15b', 7078018, 256, 262173, 'ジズ', 'ジズ', 0, 0, 0, 'ha_zizz_15a', 270481475, 0, 0, 0, 0, 15
'zizz_15b', 0, '15', 'gg_zizz_15b', 'cs_zizz_15b', 'cs_zizz_15a', 'cs_zizz_15b', 7078018, 256, 327709, 'ジズ', 'ジズ', 0, 0, 0, 'ha_zizz_15b', 270481475, 0, 0, 0, 0, 15
'yami_15a', 0, '15', 'gg_yami_15a', 'cs_yami_15a', 'cs_yami_15a', 'cs_yami_15b', 6553712, 256, 402, 'ホシノヒト', '星のひと', 0, 0, 0, 'ha_yami_15a', 270481475, 0, 0, 0, 0, 15
'yami_15b', 0, '15', 'gg_yami_15b', 'cs_yami_15b', 'cs_yami_15a', 'cs_yami_15b', 6553712, 256, 65938, 'ホシノヒト', '星のひと', 0, 0, 0, 'ha_yami_15b', 270481475, 0, 0, 0, 0, 15
'uma_15a', 0, '15', 'gg_uma_15a', 'cs_uma_15a', 'cs_uma_15a', 'cs_uma_15b', 4718741, 257, 403, 'リソス', 'リソス', 0, 0, 0, 'ha_uma_15a', 270481475, 0, 0, 0, 0, 15
'uma_15b', 0, '15', 'gg_uma_15b', 'cs_uma_15b', 'cs_uma_15a', 'cs_uma_15b', 4718741, 257, 65939, 'リソス', 'リソス', 0, 0, 0, 'ha_uma_15b', 270481475, 0, 0, 0, 0, 15
'hikari_15a', 1024, '15', 'gg_hikari_15a', 'cs_hikari_15a', 'cs_hikari_15a', 'cs_hikari_15b', 8913000, 257, 404, 'シグマ', 'シグマ', 0, 0, 0, 'ha_hikari_15a', 270481475, 0, 0, 0, 0, 15
'hikari_15b', 1024, '15', 'gg_hikari_15b', 'cs_hikari_15b', 'cs_hikari_15a', 'cs_hikari_15b', 8913000, 257, 65940, 'シグマ', 'シグマ', 0, 0, 0, 'ha_hikari_15b', 270481475, 0, 0, 0, 0, 15
'mu_15a', 0, '15', 'gg_mu_15a', 'cs_mu_15a', 'cs_mu_15a', 'cs_mu_15b', 9109656, 288, 405, '？', '？', 0, 0, 0, 'ha_mu_15a', 270481475, 0, 0, 0, 0, 15
'mu_15b', 0, '15', 'gg_mu_15b', 'cs_mu_15b', 'cs_mu_15a', 'cs_mu_15b', 9109656, 288, 65941, '？', '？', 0, 0, 0, 'ha_mu_15b', 270481475, 0, 0, 0, 0, 15
'namara', 1024, '15', 'gg_namara', 'cs_namara', 'cs_namara_a', 'cs_namara_b', 7733330, 256, 65660, 'ビーボーン', 'Ｂボーン', 0, 0, 0, 'ha_namara', 270481475, 0, 0, 0, 0, 15
'kyua', 0, '15', 'gg_kyua', 'cs_kyua', 'cs_kyua_a', 'cs_kyua_b', 7995515, 256, 131218, 'シルビア', 'シルビア', 0, 0, 0, 'ha_kyua', 270481475, 0, 0, 0, 0, 15
'flow', 0, '15', 'gg_flow', 'cs_flow', 'cs_flow_a', 'cs_flow_b', 6226022, 256, 131335, 'フロウフロウ', 'フロウフロウ', 0, 0, 0, 'ha_flow', 270481475, 0, 0, 0, 0, 15
'bali_mg', 2, '15', 'gg_bali_mg', 'cs_shara_15', 'cs_bali_mga', 'cs_bali_mgb', 7667858, 0, 3735551, 'シャラ', 'シャラ', 0, 0, 0, 'ha_bali_mg', 270481475, 0, 0, 0, 0, 15
'ska', 0, '15', 'gg_ska', 'cs_ska', 'cs_ska_a', 'cs_ska_b', 5570710, 256, 262220, 'ホーン', 'ホーン', 0, 0, 0, 'ha_ska', 270481475, 0, 0, 0, 0, 15
'apo', 1024, '15', 'gg_apo', 'cs_apo', 'cs_apo_a', 'cs_apo_b', 5832825, 256, 406, 'アンネース', 'アンネース', 0, 0, 0, 'ha_apo', 270481475, 0, 0, 0, 0, 15
'prince', 1024, '15', 'gg_prince', 'cs_prince', 'cs_prince_a', 'cs_prince_b', 7667803, 256, 407, 'オオカミショウネン', 'オオカミ少年', 0, 0, 0, 'ha_prince', 270481475, 0, 0, 0, 0, 15
'sumire_cs6a', 4, 'cs10_', 'gg_sumire_cs6a', 'cs_sumire_cs6a', 'cs_sumire_cs6a', 'cs_sumire_cs6b', 5636261, 0, 408, 'スミレ', 'スミレ', 0, 0, 0, 'ha_sumire_cs6a', 270481475, 0, 0, 0, 0, 15
'sumire_cs6b', 4, 'cs10_', 'gg_sumire_cs6b', 'cs_sumire_cs6b', 'cs_sumire_cs6a', 'cs_sumire_cs6b', 5636261, 0, 65944, 'スミレ', 'スミレ', 0, 0, 0, 'ha_sumire_cs6b', 270481475, 0, 0, 0, 0, 15
'sumire_cs7a', 4, 'cs10_', 'gg_sumire_cs7a', 'cs_sumire_cs7a', 'cs_sumire_cs7a', 'cs_sumire_cs7b', 7012518, 0, 131480, 'スミレ', 'スミレ', 0, 0, 0, 'ha_sumire_cs7a', 270481475, 0, 0, 0, 0, 15
'sumire_cs7b', 4, 'cs10_', 'gg_sumire_cs7b', 'cs_sumire_cs7b', 'cs_sumire_cs7a', 'cs_sumire_cs7b', 7012518, 0, 197016, 'スミレ', 'スミレ', 0, 0, 0, 'ha_sumire_cs7b', 270481475, 0, 0, 0, 0, 15
'sumire_cs10a', 4, 'cs10_', 'gg_sumire_cs10a', 'cs_sumire_cs10a', 'cs_sumire_cs10a', 'cs_sumire_cs10b', 7864456, 33, 262552, 'スミレ', 'スミレ', 0, 0, 0, 'ha_sumire_cs10a', 270481475, 0, 0, 0, 0, 15
'sumire_cs10b', 4, 'cs10_', 'gg_sumire_cs10b', 'cs_sumire_cs10b', 'cs_sumire_cs10a', 'cs_sumire_cs10b', 7864456, 33, 328088, 'スミレ', 'スミレ', 0, 0, 0, 'ha_sumire_cs10b', 270481475, 0, 0, 0, 0, 15
'kili_csa', 4, 'cs10_', 'gg_kili_csa', 'cs_kili_csa', 'cs_kili_csa', 'cs_kili_csb', 8126584, 0, 409, 'キリ', 'キリ', 0, 0, 0, 'ha_kili_csa', 270481475, 0, 0, 0, 0, 15
'kili_csb', 4, 'cs10_', 'gg_kili_csb', 'cs_kili_csb', 'cs_kili_csa', 'cs_kili_csb', 8126584, 0, 65945, 'キリ', 'キリ', 0, 0, 0, 'ha_kili_csb', 270481475, 0, 0, 0, 0, 15
'fumi_csa', 4, 'cs10_', 'gg_fumi_csa', 'cs_fumi_csa', 'cs_fumi_csa', 'cs_fumi_csb', 8454302, 32, 410, 'フミヒコサン', '文彦さん', 23, 0, 0, 'ha_fumi_csa', 270481475, 0, 0, 0, 0, 15
'fumi_csb', 4, 'cs10_', 'gg_fumi_csb', 'cs_fumi_csb', 'cs_fumi_csa', 'cs_fumi_csb', 8454302, 32, 65946, 'フミヒコサン', '文彦さん', 23, 0, 0, 'ha_fumi_csb', 270481475, 0, 0, 0, 0, 15
'funawo_csa', 4, 'cs10_', 'gg_funawo_csa', 'cs_funawo_csa', 'cs_funawo_csa', 'cs_funawo_csb', 5439636, 32, 411, 'フカガワフナヲ', '深川ふなを', 0, 0, 0, 'ha_funawo_csa', 270481475, 0, 0, 0, 0, 15
'funawo_csb', 4, 'cs10_', 'gg_funawo_csb', 'cs_funawo_csb', 'cs_funawo_csa', 'cs_funawo_csb', 5439636, 32, 65947, 'フカガワフナヲ', '深川ふなを', 0, 0, 0, 'ha_funawo_csb', 270481475, 0, 0, 0, 0, 15
'chira_csa', 4, 'cs10_', 'gg_chira_csa', 'cs_chira_csa', 'cs_chira_csa', 'cs_chira_csb', 8912996, 32, 412, 'チラ', '智羅', 0, 0, 0, 'ha_chira_csa', 270481475, 0, 0, 0, 0, 15
